Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,Date,Unnamed: 0,High,Low,Average
11:50 PM,81.7 °F,63.5 °F,54 °%,East,0.2 °mph,2.0 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-06,,,,
11:55 PM,81.7 °F,63.0 °F,53 °%,East,0.4 °mph,2.2 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-06,,,,
,,,,,,,,,,,,2022-07-07,,,,
12:00 AM,81.7 °F,63.0 °F,53 °%,ENE,2.2 °mph,4.0 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:05 AM,81.7 °F,62.4 °F,52 °%,NE,0.2 °mph,1.8 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:10 AM,81.5 °F,62.2 °F,52 °%,ENE,2.5 °mph,3.8 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:15 AM,81.5 °F,62.2 °F,52 °%,NE,2.9 °mph,5.4 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:20 AM,81.7 °F,61.9 °F,51 °%,SSW,0.2 °mph,1.1 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:25 AM,81.7 °F,61.9 °F,51 °%,NNW,0.4 °mph,1.8 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:30 AM,81.5 °F,61.7 °F,51 °%,ENE,0.4 °mph,1.8 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:35 AM,81.3 °F,62.1 °F,52 °%,SSE,1.3 °mph,2.5 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:40 AM,81.1 °F,61.9 °F,52 °%,North,0.0 °mph,0.4 °mph,29.93 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:45 AM,81.1 °F,61.9 °F,52 °%,East,1.6 °mph,4.5 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:50 AM,81.0 °F,61.7 °F,52 °%,ENE,0.9 °mph,3.1 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
12:55 AM,80.8 °F,61.5 °F,52 °%,ENE,2.9 °mph,5.8 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:00 AM,80.8 °F,61.5 °F,52 °%,ENE,0.4 °mph,2.7 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:05 AM,80.6 °F,61.3 °F,52 °%,East,0.7 °mph,2.7 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:10 AM,80.2 °F,61.0 °F,52 °%,North,0.0 °mph,0.9 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:15 AM,80.1 °F,61.3 °F,53 °%,ESE,2.7 °mph,4.5 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:20 AM,80.1 °F,61.3 °F,53 °%,NE,0.4 °mph,2.0 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:25 AM,80.1 °F,61.3 °F,53 °%,SSE,0.2 °mph,1.6 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:30 AM,79.9 °F,61.2 °F,53 °%,ESE,0.7 °mph,2.9 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:35 AM,79.7 °F,61.5 °F,54 °%,North,0.0 °mph,0.0 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:40 AM,79.7 °F,61.5 °F,54 °%,East,2.0 °mph,3.6 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:45 AM,79.5 °F,61.3 °F,54 °%,East,0.7 °mph,2.5 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:50 AM,79.5 °F,61.3 °F,54 °%,ENE,1.1 °mph,2.9 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
1:55 AM,79.3 °F,61.3 °F,54 °%,ENE,0.7 °mph,2.2 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:00 AM,79.5 °F,61.3 °F,54 °%,,0.2 °mph,1.3 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:05 AM,79.3 °F,60.8 °F,53 °%,SSE,0.2 °mph,1.6 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:10 AM,79.5 °F,61.0 °F,53 °%,East,0.7 °mph,3.1 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:15 AM,79.2 °F,60.6 °F,53 °%,ESE,1.1 °mph,3.1 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:20 AM,79.3 °F,60.8 °F,53 °%,East,1.6 °mph,2.9 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:25 AM,79.2 °F,60.6 °F,53 °%,SSE,0.4 °mph,2.2 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:30 AM,79.2 °F,60.6 °F,53 °%,NW,0.2 °mph,1.6 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:35 AM,79.0 °F,60.4 °F,53 °%,ESE,0.4 °mph,2.2 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:40 AM,79.2 °F,60.6 °F,53 °%,ENE,0.4 °mph,2.2 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:45 AM,78.8 °F,60.3 °F,53 °%,ESE,0.9 °mph,3.8 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:50 AM,78.8 °F,60.8 °F,54 °%,North,0.0 °mph,0.0 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
2:55 AM,78.6 °F,60.6 °F,54 °%,ENE,0.2 °mph,0.9 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:00 AM,78.8 °F,60.8 °F,54 °%,East,1.6 °mph,2.9 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:05 AM,78.6 °F,60.6 °F,54 °%,SE,0.2 °mph,1.6 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:10 AM,78.6 °F,60.6 °F,54 °%,NE,1.1 °mph,2.9 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:15 AM,78.6 °F,60.6 °F,54 °%,ENE,0.2 °mph,1.6 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:20 AM,78.6 °F,61.2 °F,55 °%,East,0.7 °mph,3.1 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:25 AM,78.4 °F,61.0 °F,55 °%,NNW,0.2 °mph,1.1 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:30 AM,78.4 °F,61.0 °F,55 °%,North,0.0 °mph,0.0 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:35 AM,78.3 °F,61.3 °F,56 °%,North,0.0 °mph,0.0 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:40 AM,78.4 °F,61.5 °F,56 °%,NNE,3.4 °mph,6.9 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:45 AM,78.3 °F,61.3 °F,56 °%,ENE,0.9 °mph,2.5 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:51 AM,78.1 °F,61.7 °F,57 °%,ENE,0.9 °mph,2.2 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
3:55 AM,77.9 °F,61.5 °F,57 °%,East,1.3 °mph,2.7 °mph,29.94 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:00 AM,78.1 °F,62.6 °F,59 °%,ESE,2.5 °mph,4.3 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:05 AM,77.7 °F,62.2 °F,59 °%,NNE,0.4 °mph,2.0 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:10 AM,77.7 °F,62.8 °F,60 °%,North,0.0 °mph,0.0 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:15 AM,77.7 °F,62.8 °F,60 °%,ENE,3.1 °mph,4.7 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:20 AM,77.5 °F,62.6 °F,60 °%,ESE,1.3 °mph,2.7 °mph,29.95 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:25 AM,77.5 °F,62.6 °F,60 °%,ESE,0.7 °mph,2.0 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:30 AM,77.5 °F,62.6 °F,60 °%,WNW,1.1 °mph,2.9 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:35 AM,77.5 °F,62.6 °F,60 °%,ENE,2.0 °mph,3.6 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:40 AM,77.5 °F,62.6 °F,60 °%,NNW,0.2 °mph,1.3 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:45 AM,77.7 °F,62.8 °F,60 °%,NE,0.9 °mph,2.5 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:50 AM,77.7 °F,62.8 °F,60 °%,NNE,4.0 °mph,6.7 °mph,29.96 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
4:55 AM,77.7 °F,62.8 °F,60 °%,WNW,0.7 °mph,1.6 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
5:00 AM,77.4 °F,62.4 °F,60 °%,NE,0.2 °mph,1.1 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
5:05 AM,77.5 °F,62.6 °F,60 °%,East,0.7 °mph,2.7 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
5:10 AM,77.5 °F,62.6 °F,60 °%,ESE,1.3 °mph,2.5 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
5:15 AM,77.5 °F,62.6 °F,60 °%,ENE,0.7 °mph,2.2 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,0 w/m²,2022-07-07,,,,
5:20 AM,77.2 °F,62.8 °F,61 °%,NW,0.4 °mph,2.5 °mph,29.97 °in,0.00 °in,0.00 °in,0.0,1 w/m²,2022-07-07,,,,
5:25 AM,77.2 °F,62.8 °F,61 °%,North,0.7 °mph,2.5 °mph,29.98 °in,0.00 °in,0.00 °in,0.0,2 w/m²,2022-07-07,,,,
5:30 AM,76.8 °F,62.4 °F,61 °%,NNE,1.3 °mph,2.7 °mph,29.98 °in,0.00 °in,0.00 °in,0.0,3 w/m²,2022-07-07,,,,
5:35 AM,76.8 °F,62.8 °F,62 °%,NNW,1.6 °mph,3.8 °mph,29.98 °in,0.00 °in,0.00 °in,0.0,6 w/m²,2022-07-07,,,,
5:40 AM,76.6 °F,62.6 °F,62 °%,NNE,0.9 °mph,2.2 °mph,29.98 °in,0.00 °in,0.00 °in,0.0,10 w/m²,2022-07-07,,,,
5:45 AM,76.5 °F,63.0 °F,63 °%,NW,2.2 °mph,3.6 °mph,29.98 °in,0.00 °in,0.00 °in,0.0,13 w/m²,2022-07-07,,,,
5:50 AM,76.1 °F,63.0 °F,64 °%,North,0.0 °mph,0.2 °mph,29.98 °in,0.00 °in,0.00 °in,0.0,19 w/m²,2022-07-07,,,,
5:55 AM,76.3 °F,63.1 °F,64 °%,NNW,0.4 °mph,2.5 °mph,29.98 °in,0.00 °in,0.00 °in,0.0,21 w/m²,2022-07-07,,,,
6:00 AM,76.1 °F,63.0 °F,64 °%,NNW,1.3 °mph,3.4 °mph,29.98 °in,0.00 °in,0.00 °in,0.0,23 w/m²,2022-07-07,,,,
6:05 AM,76.1 °F,63.0 °F,64 °%,NE,0.7 °mph,2.9 °mph,29.98 °in,0.00 °in,0.00 °in,0.0,20 w/m²,2022-07-07,,,,
6:11 AM,76.1 °F,63.0 °F,64 °%,NE,1.3 °mph,2.9 °mph,29.99 °in,0.00 °in,0.00 °in,0.0,26 w/m²,2022-07-07,,,,
6:15 AM,76.3 °F,63.1 °F,64 °%,North,0.0 °mph,0.0 °mph,29.99 °in,0.00 °in,0.00 °in,0.0,31 w/m²,2022-07-07,,,,
6:20 AM,75.9 °F,63.0 °F,64 °%,NE,2.2 °mph,5.8 °mph,29.99 °in,0.00 °in,0.00 °in,0.0,39 w/m²,2022-07-07,,,,
6:25 AM,75.9 °F,63.0 °F,64 °%,NW,1.1 °mph,2.5 °mph,29.99 °in,0.00 °in,0.00 °in,0.0,40 w/m²,2022-07-07,,,,
6:30 AM,75.9 °F,63.0 °F,64 °%,ENE,0.9 °mph,2.0 °mph,29.99 °in,0.00 °in,0.00 °in,0.0,38 w/m²,2022-07-07,,,,
6:35 AM,76.1 °F,63.0 °F,64 °%,ESE,0.2 °mph,1.8 °mph,29.99 °in,0.00 °in,0.00 °in,0.0,43 w/m²,2022-07-07,,,,
6:40 AM,75.9 °F,63.0 °F,64 °%,NE,0.2 °mph,1.1 °mph,29.99 °in,0.00 °in,0.00 °in,1.0,48 w/m²,2022-07-07,,,,
6:45 AM,75.7 °F,62.8 °F,64 °%,NE,1.8 °mph,4.9 °mph,29.99 °in,0.00 °in,0.00 °in,0.0,47 w/m²,2022-07-07,,,,
6:50 AM,75.7 °F,62.8 °F,64 °%,NW,2.0 °mph,4.0 °mph,29.99 °in,0.00 °in,0.00 °in,1.0,55 w/m²,2022-07-07,,,,
6:55 AM,75.9 °F,63.0 °F,64 °%,NW,1.6 °mph,3.1 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,63 w/m²,2022-07-07,,,,
7:00 AM,75.6 °F,62.6 °F,64 °%,NNW,0.7 °mph,2.5 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,56 w/m²,2022-07-07,,,,
7:05 AM,75.6 °F,62.6 °F,64 °%,ENE,0.9 °mph,2.9 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,52 w/m²,2022-07-07,,,,
7:10 AM,75.7 °F,62.8 °F,64 °%,ENE,0.2 °mph,1.6 °mph,30.00 °in,0.00 °in,0.00 °in,0.0,46 w/m²,2022-07-07,,,,
7:15 AM,75.6 °F,62.6 °F,64 °%,NNW,2.2 °mph,3.6 °mph,30.00 °in,0.00 °in,0.00 °in,0.0,46 w/m²,2022-07-07,,,,
7:20 AM,75.6 °F,63.0 °F,65 °%,North,2.7 °mph,6.5 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,62 w/m²,2022-07-07,,,,
7:25 AM,75.4 °F,62.8 °F,65 °%,NNE,2.0 °mph,3.4 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,75 w/m²,2022-07-07,,,,
7:30 AM,75.4 °F,62.8 °F,65 °%,NNW,1.8 °mph,3.6 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,65 w/m²,2022-07-07,,,,
7:35 AM,75.6 °F,63.0 °F,65 °%,NNE,3.1 °mph,5.8 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,87 w/m²,2022-07-07,,,,
7:40 AM,75.7 °F,63.1 °F,65 °%,ENE,2.7 °mph,5.1 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,83 w/m²,2022-07-07,,,,
7:45 AM,75.6 °F,63.0 °F,65 °%,North,1.1 °mph,2.7 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,68 w/m²,2022-07-07,,,,
7:50 AM,75.6 °F,63.0 °F,65 °%,NE,2.7 °mph,4.7 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,71 w/m²,2022-07-07,,,,
7:55 AM,75.6 °F,63.0 °F,65 °%,ENE,3.4 °mph,4.7 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,78 w/m²,2022-07-07,,,,
8:00 AM,75.7 °F,64.0 °F,67 °%,ENE,3.6 °mph,5.8 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,84 w/m²,2022-07-07,,,,
8:05 AM,75.9 °F,63.3 °F,65 °%,ENE,1.6 °mph,3.1 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,100 w/m²,2022-07-07,,,,
8:10 AM,76.1 °F,63.5 °F,65 °%,ENE,1.8 °mph,3.4 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,121 w/m²,2022-07-07,,,,
8:15 AM,75.9 °F,63.3 °F,65 °%,NNE,0.9 °mph,3.1 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,132 w/m²,2022-07-07,,,,
8:20 AM,76.1 °F,63.5 °F,65 °%,NNW,1.1 °mph,2.9 °mph,30.00 °in,0.00 °in,0.00 °in,1.0,153 w/m²,2022-07-07,,,,
8:25 AM,75.9 °F,63.3 °F,65 °%,East,0.2 °mph,1.8 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,142 w/m²,2022-07-07,,,,
8:30 AM,76.1 °F,63.5 °F,65 °%,North,2.5 °mph,5.1 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,158 w/m²,2022-07-07,,,,
8:35 AM,75.9 °F,63.0 °F,64 °%,ENE,2.0 °mph,4.9 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,154 w/m²,2022-07-07,,,,
8:40 AM,75.9 °F,63.3 °F,65 °%,NNE,1.1 °mph,4.0 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,165 w/m²,2022-07-07,,,,
8:45 AM,76.3 °F,63.1 °F,64 °%,NW,1.1 °mph,3.1 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,154 w/m²,2022-07-07,,,,
8:50 AM,76.3 °F,63.1 °F,64 °%,North,0.0 °mph,0.0 °mph,30.01 °in,0.00 °in,0.00 °in,1.0,164 w/m²,2022-07-07,,,,
8:55 AM,75.9 °F,63.0 °F,64 °%,NNW,1.3 °mph,3.4 °mph,30.01 °in,0.00 °in,0.00 °in,2.0,196 w/m²,2022-07-07,,,,
9:00 AM,75.9 °F,63.0 °F,64 °%,NNW,1.8 °mph,3.1 °mph,30.01 °in,0.00 °in,0.00 °in,2.0,201 w/m²,2022-07-07,,,,
9:05 AM,76.1 °F,63.5 °F,65 °%,NW,1.3 °mph,2.9 °mph,30.01 °in,0.00 °in,0.00 °in,2.0,230 w/m²,2022-07-07,,,,
9:10 AM,76.1 °F,63.5 °F,65 °%,NE,0.4 °mph,2.9 °mph,30.01 °in,0.00 °in,0.00 °in,2.0,268 w/m²,2022-07-07,,,,
9:15 AM,75.9 °F,63.3 °F,65 °%,NW,2.0 °mph,3.6 °mph,30.01 °in,0.00 °in,0.00 °in,3.0,341 w/m²,2022-07-07,,,,
9:20 AM,76.1 °F,63.9 °F,66 °%,NNW,3.6 °mph,5.4 °mph,30.00 °in,0.00 °in,0.00 °in,6.0,601 w/m²,2022-07-07,,,,
9:25 AM,76.1 °F,63.5 °F,65 °%,NNW,0.2 °mph,2.7 °mph,30.00 °in,0.00 °in,0.00 °in,5.0,550 w/m²,2022-07-07,,,,
9:30 AM,76.5 °F,64.2 °F,66 °%,NW,1.1 °mph,2.5 °mph,30.00 °in,0.00 °in,0.00 °in,4.0,411 w/m²,2022-07-07,,,,
9:35 AM,76.6 °F,64.4 °F,66 °%,West,0.9 °mph,2.5 °mph,30.00 °in,0.00 °in,0.00 °in,5.0,556 w/m²,2022-07-07,,,,
9:40 AM,76.6 °F,64.0 °F,65 °%,NW,1.6 °mph,4.3 °mph,30.00 °in,0.00 °in,0.00 °in,7.0,698 w/m²,2022-07-07,,,,
9:45 AM,76.8 °F,64.2 °F,65 °%,WNW,0.4 °mph,2.0 °mph,30.00 °in,0.00 °in,0.00 °in,7.0,691 w/m²,2022-07-07,,,,
9:51 AM,76.8 °F,64.2 °F,65 °%,NNW,3.1 °mph,4.9 °mph,30.01 °in,0.00 °in,0.00 °in,9.0,866 w/m²,2022-07-07,,,,
9:55 AM,77.0 °F,64.4 °F,65 °%,NNW,1.8 °mph,4.0 °mph,30.01 °in,0.00 °in,0.00 °in,7.0,755 w/m²,2022-07-07,,,,
10:00 AM,77.0 °F,63.9 °F,64 °%,North,0.9 °mph,3.1 °mph,30.01 °in,0.00 °in,0.00 °in,5.0,588 w/m²,2022-07-07,,,,
10:06 AM,77.4 °F,64.2 °F,64 °%,SE,2.5 °mph,4.9 °mph,30.01 °in,0.00 °in,0.00 °in,8.0,832 w/m²,2022-07-07,,,,
10:10 AM,77.5 °F,63.5 °F,62 °%,SSW,0.7 °mph,2.0 °mph,30.01 °in,0.00 °in,0.00 °in,5.0,536 w/m²,2022-07-07,,,,
10:15 AM,77.5 °F,63.5 °F,62 °%,ENE,1.1 °mph,3.1 °mph,30.01 °in,0.00 °in,0.00 °in,4.0,470 w/m²,2022-07-07,,,,
10:20 AM,77.7 °F,63.7 °F,62 °%,ENE,1.3 °mph,5.6 °mph,30.01 °in,0.00 °in,0.00 °in,5.0,577 w/m²,2022-07-07,,,,
10:25 AM,77.7 °F,63.7 °F,62 °%,SW,0.4 °mph,1.3 °mph,30.01 °in,0.00 °in,0.00 °in,10.0,1016 w/m²,2022-07-07,,,,
10:30 AM,78.1 °F,64.0 °F,62 °%,NE,2.5 °mph,4.5 °mph,30.01 °in,0.00 °in,0.00 °in,6.0,685 w/m²,2022-07-07,,,,
10:35 AM,78.1 °F,63.5 °F,61 °%,WNW,1.3 °mph,4.0 °mph,30.01 °in,0.00 °in,0.00 °in,4.0,447 w/m²,2022-07-07,,,,
10:40 AM,78.1 °F,63.5 °F,61 °%,NE,2.7 °mph,3.8 °mph,30.01 °in,0.00 °in,0.00 °in,5.0,534 w/m²,2022-07-07,,,,
10:46 AM,78.6 °F,63.5 °F,60 °%,NE,2.5 °mph,5.1 °mph,30.01 °in,0.00 °in,0.00 °in,4.0,497 w/m²,2022-07-07,,,,
10:50 AM,78.6 °F,63.5 °F,60 °%,NNE,0.9 °mph,2.9 °mph,30.01 °in,0.00 °in,0.00 °in,11.0,1171 w/m²,2022-07-07,,,,
10:55 AM,78.8 °F,63.3 °F,59 °%,ENE,2.2 °mph,8.7 °mph,30.01 °in,0.00 °in,0.00 °in,6.0,702 w/m²,2022-07-07,,,,
11:01 AM,79.0 °F,63.5 °F,59 °%,ENE,1.1 °mph,3.4 °mph,30.01 °in,0.00 °in,0.00 °in,10.0,1047 w/m²,2022-07-07,,,,
11:05 AM,79.3 °F,63.9 °F,59 °%,North,2.5 °mph,5.1 °mph,30.01 °in,0.00 °in,0.00 °in,4.0,470 w/m²,2022-07-07,,,,
11:10 AM,79.3 °F,63.3 °F,58 °%,South,2.0 °mph,3.4 °mph,30.01 °in,0.00 °in,0.00 °in,5.0,521 w/m²,2022-07-07,,,,
11:16 AM,79.3 °F,63.9 °F,59 °%,SSE,1.8 °mph,3.6 °mph,30.01 °in,0.00 °in,0.00 °in,6.0,680 w/m²,2022-07-07,,,,
11:20 AM,79.3 °F,63.3 °F,58 °%,East,3.8 °mph,6.3 °mph,30.01 °in,0.00 °in,0.00 °in,5.0,589 w/m²,2022-07-07,,,,
11:25 AM,79.5 °F,63.5 °F,58 °%,NNW,4.3 °mph,6.7 °mph,30.01 °in,0.00 °in,0.00 °in,6.0,636 w/m²,2022-07-07,,,,
11:30 AM,79.3 °F,63.3 °F,58 °%,NE,1.6 °mph,3.1 °mph,30.01 °in,0.00 °in,0.00 °in,6.0,696 w/m²,2022-07-07,,,,
11:36 AM,79.3 °F,62.8 °F,57 °%,ESE,1.1 °mph,3.8 °mph,30.01 °in,0.00 °in,0.00 °in,5.0,633 w/m²,2022-07-07,,,,
11:40 AM,79.3 °F,63.3 °F,58 °%,SSW,0.7 °mph,1.6 °mph,30.01 °in,0.00 °in,0.00 °in,4.0,507 w/m²,2022-07-07,,,,
11:45 AM,79.5 °F,63.5 °F,58 °%,SSE,1.3 °mph,2.7 °mph,30.01 °in,0.00 °in,0.00 °in,8.0,832 w/m²,2022-07-07,,,,
11:50 AM,79.5 °F,63.5 °F,58 °%,ENE,4.5 °mph,7.2 °mph,30.01 °in,0.00 °in,0.00 °in,7.0,809 w/m²,2022-07-07,,,,
11:56 AM,80.2 °F,63.7 °F,57 °%,SSE,1.6 °mph,4.5 °mph,30.01 °in,0.00 °in,0.00 °in,7.0,804 w/m²,2022-07-07,,,,
12:01 PM,80.2 °F,63.7 °F,57 °%,North,4.3 °mph,8.9 °mph,30.01 °in,0.00 °in,0.00 °in,7.0,742 w/m²,2022-07-07,,,,
12:05 PM,80.2 °F,63.7 °F,57 °%,NE,2.2 °mph,4.5 °mph,30.01 °in,0.00 °in,0.00 °in,10.0,1026 w/m²,2022-07-07,,,,
12:11 PM,80.4 °F,62.8 °F,55 °%,NNW,0.2 °mph,2.2 °mph,30.01 °in,0.00 °in,0.00 °in,9.0,955 w/m²,2022-07-07,,,,
12:16 PM,80.6 °F,63.0 °F,55 °%,South,1.8 °mph,3.1 °mph,30.01 °in,0.00 °in,0.00 °in,10.0,1031 w/m²,2022-07-07,,,,
12:21 PM,80.6 °F,61.9 °F,53 °%,ESE,0.2 °mph,1.6 °mph,30.01 °in,0.00 °in,0.00 °in,9.0,943 w/m²,2022-07-07,,,,
12:26 PM,80.6 °F,61.9 °F,53 °%,NNW,2.0 °mph,3.4 °mph,30.01 °in,0.00 °in,0.00 °in,9.0,991 w/m²,2022-07-07,,,,
12:31 PM,80.4 °F,62.2 °F,54 °%,East,2.7 °mph,5.4 °mph,30.01 °in,0.00 °in,0.00 °in,5.0,615 w/m²,2022-07-07,,,,
12:36 PM,80.6 °F,62.4 °F,54 °%,WSW,0.7 °mph,1.6 °mph,30.01 °in,0.00 °in,0.00 °in,11.0,1165 w/m²,2022-07-07,,,,
12:41 PM,81.1 °F,62.4 °F,53 °%,ESE,2.5 °mph,4.5 °mph,30.00 °in,0.00 °in,0.00 °in,11.0,1194 w/m²,2022-07-07,,,,
12:46 PM,81.1 °F,60.8 °F,50 °%,NNW,1.8 °mph,3.4 °mph,30.00 °in,0.00 °in,0.00 °in,11.0,1151 w/m²,2022-07-07,,,,
12:51 PM,81.3 °F,61.5 °F,51 °%,NNW,2.5 °mph,6.3 °mph,30.00 °in,0.00 °in,0.00 °in,9.0,1004 w/m²,2022-07-07,,,,
